SNP,PPI,DRUG,pQTL_protein,pQTL_protein_name,Chromosome,piQTL_peak,piQTL_left,piQTL_right,pQTL_peak,pQTL_left,pQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,pQTL_effect,pQTL_gene_dist,pQTL_cis,peak_distance,is_piQTL_peak_in_pQTL,is_pQTL_peak_in_piQTL,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description
10190,ADE17_PGM2,5-FC,YCL028W,RNQ1,Chr15,171150,165912,185252,170347,165912,184082,-0.58077282,4.172007032,0.018957392,0.254015689,inf,False,803,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOR341W,RPA190,Chr15,171150,165912,185252,180876,168199,185951,-0.58077282,4.172007032,0.018957392,0.194790149,780108.0,False,9726,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YJR063W,RPA12; RRN4,Chr15,171150,165912,185252,173340,165912,184082,-0.58077282,4.172007032,0.018957392,0.151143798,inf,False,2190,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YPR010C,RPA135,Chr15,171150,165912,185252,180978,168199,185951,-0.58077282,4.172007032,0.018957392,0.238076153,inf,False,9828,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YJL121C,RPE1,Chr15,171150,165912,185252,173340,165912,184082,-0.58077282,4.172007032,0.018957392,0.174620035,inf,False,2190,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOR095C,RKI1,Chr15,171150,165912,185252,181071,168199,185951,-0.58077282,4.172007032,0.018957392,0.172561867,322482.0,False,9921,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YDL147W,RPN5; NAS5,Chr15,171150,165912,185252,181071,168199,185951,-0.58077282,4.172007032,0.018957392,0.158237097,inf,False,9921,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YMR229C,RRP5; FMI1,Chr15,171150,165912,185252,181071,168199,185951,-0.58077282,4.172007032,0.018957392,0.326950967,inf,False,9921,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOR369C,RPS12,Chr15,171150,165912,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,0.174157645,857042.0,False,0,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGL123W,RPS2,Chr15,171150,165912,185252,181071,168199,185951,-0.58077282,4.172007032,0.018957392,0.138943881,inf,False,9921,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YHL015W,RPS20; URP2,Chr15,171150,165912,185252,179652,165912,185951,-0.58077282,4.172007032,0.018957392,0.160858319,inf,False,8502,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YNL178W,RPS3; SUF14,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.198465126,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YLR441C,RPS1A,Chr15,171150,165912,185252,165912,165912,179652,-0.58077282,4.172007032,0.018957392,0.185712966,inf,False,5238,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOR096W,RPS7A; RPS30,Chr15,171150,165912,185252,179652,165912,185951,-0.58077282,4.172007032,0.018957392,0.186885923,326143.0,False,8502,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YER125W,RSP5,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.246180367,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YDR347W,MRP1,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.216334314,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YNR037C,RSM19,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.197573366,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YFR049W,YMR31,Chr15,171150,165912,185252,181071,168199,185951,-0.58077282,4.172007032,0.018957392,0.161072667,inf,False,9921,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOR158W,PET123,Chr15,171150,165912,185252,173340,165912,184082,-0.58077282,4.172007032,0.018957392,0.189214041,458825.0,False,2190,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YDR190C,RVB1,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.20107723,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YER043C,SAH1,Chr15,171150,165912,185252,172074,165912,184082,-0.58077282,4.172007032,0.018957392,0.187558088,inf,False,924,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YPR129W,SCD6,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.17160333,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YER120W,SCS2,Chr15,171150,165912,185252,170347,165912,184082,-0.58077282,4.172007032,0.018957392,0.181140993,inf,False,803,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YMR305C,SCW10,Chr15,171150,165912,185252,172074,165912,184082,-0.58077282,4.172007032,0.018957392,0.195760226,inf,False,924,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YGR279C,SCW4,Chr15,171150,165912,185252,181071,168199,185951,-0.58077282,4.172007032,0.018957392,0.299952822,inf,False,9921,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YKL141W,SDH3; CYB3,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.229647425,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YKL148C,SDH1; SDHA,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.317917059,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YLL041C,SDH2,Chr15,171150,165912,185252,171671,165912,184082,-0.58077282,4.172007032,0.018957392,0.294076753,inf,False,521,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YOL071W,SDH5; EMI5,Chr15,171150,165912,185252,172102,165912,184082,-0.58077282,4.172007032,0.018957392,0.267276573,24405.0,False,952,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
10190,ADE17_PGM2,5-FC,YBR269C,SDH8; FMP21,Chr15,171150,165912,185252,171150,165912,184082,-0.58077282,4.172007032,0.018957392,0.244622194,inf,False,0,True,True,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"""
