pQTL_protein,pQTL_commonName,pVal,beta,isQtn,index,chromosome,pQTL_peak,dist,cis_trans,pQTL_effect,SNP,pQTL_left,pQTL_right,pQTL_cis
YCL018W,LEU2,4.839329115,-0.12933281,0,7854,12,442615,inf,trans,0.12933281,7854,425418,443164,False
YCL018W,LEU2,4.692577472,0.127884742,0,1306,4,72324,inf,trans,0.127884742,1306,65329,85322,False
YCL018W,LEU2,4.232209639,0.208143879,1,659,2,553512,inf,trans,0.208143879,659,553512,553512,False
YGL009C,LEU1,11.51145477,0.18884372,0,4296,7,477857,0.0,cis,0.18884372,4296,469647,492815,True
YGL009C,LEU1,8.06090024,-0.324125147,0,4647,7,876941,398284.0,trans,0.324125147,4647,876941,876941,False
YGL009C,LEU1,5.892285204,-0.157569697,1,11245,16,132456,inf,trans,0.157569697,11245,132456,132456,False
YML004C,GLO1,17.89554302,0.279561145,0,11677,16,571530,inf,trans,0.279561145,11677,544393,587778,False
YML004C,GLO1,13.40715672,0.235507312,0,8625,13,262788,103.0,cis,0.235507312,8625,247407,283371,True
YML004C,GLO1,8.48253685,0.210045502,1,10191,15,171671,inf,trans,0.210045502,10191,165912,184082,False
YML004C,GLO1,5.128834925,-0.141228446,0,5329,8,465075,inf,trans,0.141228446,5329,463767,481335,False
YDL051W,LHP1,8.4560824,-0.204425805,0,10191,15,171671,inf,trans,0.204425805,10191,165912,184082,False
YDL051W,LHP1,6.159704722,-0.151488471,0,11708,16,591536,inf,trans,0.151488471,11708,576040,593213,False
YDL051W,LHP1,5.055391649,-0.267780264,0,11041,15,1074302,inf,trans,0.267780264,11041,1074302,1074302,False
YNL045W,LAP2,7.647585325,0.186882865,1,9642,14,543122,0.0,cis,0.186882865,9642,543122,551869,True
YCL034W,LSB5,7.746854187,-0.350246424,0,1784,4,520430,inf,trans,0.350246424,1784,520430,520430,False
YCL034W,LSB5,7.227715018,0.199484794,0,10192,15,172074,inf,trans,0.199484794,10192,165912,184082,False
YCL034W,LSB5,6.404979129,0.159869527,1,11680,16,572345,inf,trans,0.159869527,11680,572345,572345,False
YCL034W,LSB5,5.948785628,0.164398855,0,7907,12,511533,inf,trans,0.164398855,7907,511533,512394,False
YCL034W,LSB5,5.82427929,-0.703189341,1,5437,9,19763,inf,trans,0.703189341,5437,19763,19763,False
YCL034W,LSB5,4.928205134,-0.14228352,0,10150,15,136895,inf,trans,0.14228352,10150,112248,143047,False
YER112W,LSM4,7.732718709,1.086847873,0,4215,7,414263,inf,trans,1.086847873,4215,414263,414263,False
YDR378C,LSM6,10.40509389,0.223404363,0,10194,15,173340,inf,trans,0.223404363,10194,165912,184082,False
YDR378C,LSM6,7.034209611,0.157549325,0,1940,4,624555,604786.0,trans,0.157549325,1940,613791,629973,False
YDR378C,LSM6,6.11062952,0.21973866,0,2631,4,1443906,214305.0,trans,0.21973866,2631,1433591,1453498,False
YDR378C,LSM6,6.020080404,-0.149334676,1,8663,13,319136,inf,trans,0.149334676,8663,309981,319136,False
YDR378C,LSM6,5.586553787,0.282249758,1,5914,9,392697,inf,trans,0.282249758,5914,392697,392697,False
YDR378C,LSM6,5.192039363,-0.130827523,0,9802,14,648789,inf,trans,0.130827523,9802,625901,650841,False
YDR378C,LSM6,5.174838858,0.26309353,0,6228,10,388260,inf,trans,0.26309353,6228,388260,388260,False
YDR378C,LSM6,4.637924818,-0.140519105,0,7595,12,185198,inf,trans,0.140519105,7595,182813,194466,False
YDR378C,LSM6,4.409843195,0.12684415,0,6178,10,319864,inf,trans,0.12684415,6178,317643,330168,False
YDR378C,LSM6,4.283028136,-0.243485105,0,6242,10,400245,inf,trans,0.243485105,6242,400245,400245,False
YDR378C,LSM6,4.2569926,0.263301096,1,895,3,658,inf,trans,0.263301096,895,658,658,False
YDR378C,LSM6,4.188565115,0.116661915,1,2092,4,801680,427661.0,trans,0.116661915,2092,794376,802519,False
YDR378C,LSM6,4.171927852,-0.136363663,1,3577,5,566427,inf,trans,0.136363663,3577,564968,566755,False
YDR378C,LSM6,4.15694675,0.115111593,0,5159,8,312174,inf,trans,0.115111593,5159,284047,324043,False
YDR378C,LSM6,4.029662616,0.116959078,0,5613,9,139266,inf,trans,0.116959078,5613,125289,144955,False
YDR378C,LSM6,4.002315261,-0.145827695,0,8457,13,55098,inf,trans,0.145827695,8457,55098,65881,False
YDR378C,LSM6,3.835115049,0.120128213,0,3661,6,62990,inf,trans,0.120128213,3661,57460,71997,False
YGR169C-A,LSO2,10.17236747,0.232665703,1,10190,15,171150,inf,trans,0.232665703,10190,165912,184082,False
YGR169C-A,LSO2,6.973174965,-0.16781019,1,5550,9,91111,inf,trans,0.16781019,5550,84696,94251,False
YGR169C-A,LSO2,6.889232531,0.166435228,0,11677,16,571530,inf,trans,0.166435228,11677,544393,587778,False
YGR169C-A,LSO2,6.425729071,0.159912545,0,5321,8,458155,inf,trans,0.159912545,5321,448047,461438,False
YPL004C,LSP1,40.23724906,0.393149457,1,11680,16,572345,20691.0,trans,0.393149457,11680,572345,572345,False
YPL004C,LSP1,26.7661063,0.247977151,0,642,2,523217,inf,trans,0.247977151,642,505207,530047,False
YPL004C,LSP1,13.14161596,0.168253404,1,3661,6,62990,inf,trans,0.168253404,3661,57460,71997,False
YPL004C,LSP1,12.50683655,0.149613686,1,6483,10,662711,inf,trans,0.149613686,6483,649610,667117,False
YPL004C,LSP1,12.40688673,0.350816233,1,10191,15,171671,inf,trans,0.350816233,10191,165912,184082,False
YPL004C,LSP1,10.73648129,0.138997303,0,7861,12,448368,inf,trans,0.138997303,7861,448368,493255,False
YPL004C,LSP1,10.46348384,0.136621151,0,5611,9,138792,inf,trans,0.136621151,5611,122617,144955,False
YPL004C,LSP1,10.38065467,0.299401661,1,10992,15,1014707,inf,trans,0.299401661,10992,1010191,1018776,False
YPL004C,LSP1,9.341086241,-0.175694379,0,8460,13,58847,inf,trans,0.175694379,8460,55098,73225,False
YPL004C,LSP1,7.700362878,0.27341355,1,10194,15,173340,inf,trans,0.27341355,10194,165912,184082,False
YPL004C,LSP1,7.652893628,0.311522781,0,5507,9,71189,inf,trans,0.311522781,5507,57000,77957,False
YPL004C,LSP1,7.482662886,-0.113103286,0,1187,3,285659,inf,trans,0.113103286,1187,267625,297295,False
YPL004C,LSP1,7.325233284,-0.111838446,0,3902,7,36180,inf,trans,0.111838446,3902,23383,37288,False
YPL004C,LSP1,6.84264167,-0.108664585,0,2557,4,1345539,inf,trans,0.108664585,2557,1337043,1367398,False
YPL004C,LSP1,6.494572132,0.223564178,0,896,3,757,inf,trans,0.223564178,896,757,757,False
YPL004C,LSP1,6.121353112,0.112936056,0,8108,12,740250,inf,trans,0.112936056,8108,732202,754859,False
YPL004C,LSP1,5.613087431,-0.095684416,1,5080,8,203274,inf,trans,0.095684416,5080,193408,206590,False
YPL004C,LSP1,5.357904804,0.093984421,0,9228,13,892136,inf,trans,0.093984421,9228,877043,902532,False
YPL004C,LSP1,5.290033145,-0.205330168,1,10990,15,1012233,inf,trans,0.205330168,10990,1008479,1018776,False
YPL004C,LSP1,5.08475422,0.107671408,0,8126,12,767420,inf,trans,0.107671408,8126,759848,777907,False
YPL004C,LSP1,4.930302152,0.088564886,0,6198,10,347536,inf,trans,0.088564886,6198,336613,349573,False
YPL004C,LSP1,4.798010356,-0.12388123,0,11673,16,561420,9766.0,trans,0.12388123,11673,535809,574886,False
YPL004C,LSP1,4.571874725,-0.09357102,0,7565,12,136315,inf,trans,0.09357102,7565,126688,158615,False
YPL004C,LSP1,4.403703443,-0.167727169,0,1784,4,520430,inf,trans,0.167727169,1784,520430,520430,False
YPL004C,LSP1,4.266163044,-0.083221924,1,10517,15,544846,inf,trans,0.083221924,10517,535075,549314,False
YPL004C,LSP1,4.244678487,-0.083371199,0,9793,14,642445,inf,trans,0.083371199,9793,621027,647843,False
YPL004C,LSP1,3.883087619,0.077904058,0,9499,14,337016,inf,trans,0.077904058,9499,327569,350501,False
YPL004C,LSP1,3.753109765,-0.180244056,1,5478,9,62935,inf,trans,0.180244056,5478,57000,72697,False
YPL004C,LSP1,3.681570967,-0.076293319,0,3984,7,140416,inf,trans,0.076293319,3984,128719,142935,False
YPL004C,LSP1,3.666145048,0.078073639,0,1898,4,590984,inf,trans,0.078073639,1898,574801,597710,False
YPL004C,LSP1,3.653360451,-0.203438685,1,5482,9,68365,inf,trans,0.203438685,5482,57000,72998,False
YPL004C,LSP1,3.447087736,0.072441744,0,10295,15,271552,inf,trans,0.072441744,10295,267332,274603,False
YIR034C,LYS1,36.0460501,-0.395612138,1,10194,15,173340,inf,trans,0.395612138,10194,165912,184082,False
YIR034C,LYS1,34.98993348,0.351948835,1,5955,9,419470,142.0,cis,0.351948835,5955,409700,423054,True
YIR034C,LYS1,12.93259848,0.25020998,1,8462,13,60048,inf,trans,0.25020998,8462,55098,75198,False
YIR034C,LYS1,11.97344808,-0.186050119,0,11686,16,576969,inf,trans,0.186050119,11686,571530,591786,False
YIR034C,LYS1,8.035041643,0.153684407,1,8670,13,333904,inf,trans,0.153684407,8670,329611,338431,False
YIR034C,LYS1,7.780157267,-0.148857182,0,5598,9,136172,283440.0,trans,0.148857182,5598,114834,144955,False
YIR034C,LYS1,7.049168391,-0.272231609,0,9213,13,874266,inf,trans,0.272231609,9213,868856,877100,False
YIR034C,LYS1,6.704253045,-0.144270097,0,642,2,523217,inf,trans,0.144270097,642,505207,530047,False
YIR034C,LYS1,5.473912298,-0.120076207,1,7901,12,508853,inf,trans,0.120076207,7901,500001,512394,False
YIR034C,LYS1,5.18805025,-0.297529775,0,1806,4,538069,inf,trans,0.297529775,1806,538030,538069,False
YIR034C,LYS1,4.687463484,-0.108452563,0,2371,4,1095148,inf,trans,0.108452563,2371,1091087,1116044,False
YIR034C,LYS1,4.195719902,0.345137965,1,9679,14,571979,inf,trans,0.345137965,9679,571968,572015,False
YIR034C,LYS1,4.182017133,0.178819962,1,4841,7,1073937,inf,trans,0.178819962,4841,1073937,1073937,False
YIR034C,LYS1,4.133533679,-0.199907213,1,10077,15,63056,inf,trans,0.199907213,10077,63056,63056,False
YIL094C,LYS12,25.50218644,-0.268990143,1,5657,9,187970,341.0,cis,0.268990143,5657,180087,193013,True
YIL094C,LYS12,21.3760596,-0.335790524,1,11680,16,572345,inf,trans,0.335790524,11680,572345,572345,False
YIL094C,LYS12,21.33983423,-0.273239755,1,10195,15,179652,inf,trans,0.273239755,10195,165912,185951,False
YIL094C,LYS12,10.57773269,-0.162775237,0,5958,9,419805,232176.0,trans,0.162775237,5958,406743,424069,False
YIL094C,LYS12,9.899456374,-0.158953617,0,7853,12,442034,inf,trans,0.158953617,7853,425418,443164,False
YIL094C,LYS12,9.710487262,-0.156916575,0,7978,12,569926,inf,trans,0.156916575,7978,563476,576167,False
YIL094C,LYS12,5.138741408,0.257512441,1,11167,16,64363,inf,trans,0.257512441,11167,64363,64363,False
YIL094C,LYS12,5.119836755,0.115620201,0,1189,3,286440,inf,trans,0.115620201,1189,273446,297295,False
YIL094C,LYS12,4.980279318,-0.116012548,0,636,2,517548,inf,trans,0.116012548,636,505207,530047,False
YIL094C,LYS12,4.829762318,0.142650102,0,8461,13,60008,inf,trans,0.142650102,8461,55098,73814,False
YIL094C,LYS12,4.812171864,0.114566066,0,11763,16,648665,inf,trans,0.114566066,11763,648665,652919,False
YIL094C,LYS12,4.744264585,-0.105518862,0,5616,9,144386,42128.0,trans,0.105518862,5616,132718,155581,False
YIL094C,LYS12,4.701835098,0.398784311,0,6263,10,416078,inf,trans,0.398784311,6263,410391,454991,False
YIL094C,LYS12,4.691633651,-0.103871547,0,10727,15,757952,inf,trans,0.103871547,10727,748030,766858,False
YIL094C,LYS12,4.500181203,-0.102470323,0,8837,13,534609,inf,trans,0.102470323,8837,517233,542977,False
YIL094C,LYS12,4.303636893,-0.098309974,0,2483,4,1256509,inf,trans,0.098309974,2483,1248530,1264269,False
YIL094C,LYS12,4.226786351,-0.099557363,0,3667,6,66460,inf,trans,0.099557363,3667,62743,74406,False
YIL094C,LYS12,4.038868663,0.101010434,0,8667,13,331334,inf,trans,0.101010434,8667,329611,333904,False
YBR115C,LYS2,17.78212937,-0.232093429,1,11680,16,572345,inf,trans,0.232093429,11680,572345,572345,False
YBR115C,LYS2,14.95846149,-0.214882582,1,596,2,474141,221.0,cis,0.214882582,596,464424,484021,True
YBR115C,LYS2,13.64404009,-0.273286347,0,10992,15,1014707,inf,trans,0.273286347,10992,1010191,1018776,False
YBR115C,LYS2,10.40646647,0.220367146,1,8457,13,55098,inf,trans,0.220367146,8457,55098,65881,False
YBR115C,LYS2,8.652364289,-0.159425301,0,5612,9,139216,inf,trans,0.159425301,5612,125289,144955,False
YBR115C,LYS2,7.042042569,-0.151209953,0,642,2,523217,49297.0,trans,0.151209953,642,505207,530047,False
YBR115C,LYS2,6.915430519,-0.142033108,0,8112,12,747836,inf,trans,0.142033108,8112,732202,754859,False
YBR115C,LYS2,6.841262602,0.14310615,0,8681,13,345749,inf,trans,0.14310615,8681,338431,350249,False
YBR115C,LYS2,5.785041464,-0.244812593,1,10198,15,181071,inf,trans,0.244812593,10198,168199,185951,False
YBR115C,LYS2,5.773469159,-0.123942143,0,8303,12,961463,inf,trans,0.123942143,8303,956127,976001,False
YBR115C,LYS2,5.439689685,-0.118895277,0,5963,9,422867,inf,trans,0.118895277,5963,418993,429181,False
YBR115C,LYS2,4.802888033,0.894232666,0,986,3,82706,inf,trans,0.894232666,986,82706,82706,False
YBR115C,LYS2,4.751369949,-0.218769182,1,10191,15,171671,inf,trans,0.218769182,10191,165912,184082,False
YBR115C,LYS2,4.3806781,0.105414534,1,9858,14,711992,inf,trans,0.105414534,9858,707555,716298,False
YBR115C,LYS2,4.079159291,-0.101796599,0,7988,12,576037,inf,trans,0.101796599,7988,567889,589446,False
YBR115C,LYS2,3.979370781,0.0993424,0,3868,7,14747,inf,trans,0.0993424,3868,595,23383,False
YDR234W,LYS4; LYS3,10.19864533,-0.172340684,0,11685,16,576347,inf,trans,0.172340684,11685,564355,591786,False
YDR234W,LYS4; LYS3,8.168048848,0.372153723,0,844,2,780425,inf,trans,0.372153723,844,780425,780425,False
YDR234W,LYS4; LYS3,5.927559108,0.126242573,0,7980,12,570630,inf,trans,0.126242573,7980,563476,576167,False
YDR234W,LYS4; LYS3,4.713283738,-0.109109804,0,4547,7,784494,inf,trans,0.109109804,4547,776465,793559,False
YDR234W,LYS4; LYS3,4.694494935,0.245215674,1,8041,12,646385,inf,trans,0.245215674,8041,646385,646385,False
YDR234W,LYS4; LYS3,4.687208579,-0.12207406,0,5957,9,419563,inf,trans,0.12207406,5957,411520,421228,False
YDR234W,LYS4; LYS3,4.402037301,0.105459406,0,7024,11,225819,inf,trans,0.105459406,7024,215041,230092,False
YNR050C,LYS9; LYS13,15.73258406,-0.265114319,0,5957,9,419563,inf,trans,0.265114319,5957,411520,421228,False
YNR050C,LYS9; LYS13,5.884259196,-0.156664174,0,10190,15,171150,inf,trans,0.156664174,10190,165912,184082,False
YNR050C,LYS9; LYS13,5.030639621,0.512471934,0,11873,16,786427,inf,trans,0.512471934,11873,786427,786427,False
YNR050C,LYS9; LYS13,4.951625456,-0.195879636,0,983,3,80341,inf,trans,0.195879636,983,79867,92716,False
YNR050C,LYS9; LYS13,4.882569501,0.269678111,0,896,3,757,inf,trans,0.269678111,896,757,757,False
YIL070C,MAM33,18.06247822,0.277965242,1,10191,15,171671,inf,trans,0.277965242,10191,165912,184082,False
YIL070C,MAM33,15.72621266,0.228932251,1,5612,9,139216,91053.0,trans,0.228932251,5612,125289,144955,False
YIL070C,MAM33,10.10506552,0.176974393,0,10992,15,1014707,inf,trans,0.176974393,10992,1010191,1018776,False
YIL070C,MAM33,7.726288227,-0.157500948,1,8670,13,333904,inf,trans,0.157500948,8670,329611,338431,False
YIL070C,MAM33,6.115580641,0.135041115,0,11696,16,586856,inf,trans,0.135041115,11696,571530,593213,False
YIL070C,MAM33,5.673048368,0.130125452,1,7975,12,568017,inf,trans,0.130125452,7975,568017,568017,False
YIL070C,MAM33,5.348623314,-0.126370235,0,5496,9,70145,160124.0,trans,0.126370235,5496,57000,77957,False
YIL070C,MAM33,5.232000684,-0.321048774,0,4825,7,1048545,inf,trans,0.321048774,4825,1048545,1048545,False
YIL070C,MAM33,4.469342298,-0.113741976,0,1187,3,285659,inf,trans,0.113741976,1187,267625,297295,False
YIL070C,MAM33,4.330628303,0.10890698,1,5170,8,324043,inf,trans,0.10890698,5170,298467,327592,False
YIL070C,MAM33,4.287063012,0.110078242,0,1142,3,247158,inf,trans,0.110078242,1142,241126,249928,False
YIL070C,MAM33,4.143304103,-0.113633552,0,7097,11,335215,inf,trans,0.113633552,7097,332693,341771,False
YGL156W,AMS1,8.309814368,0.223378404,1,10191,15,171671,inf,trans,0.223378404,10191,165912,184082,False
YGL156W,AMS1,6.389629957,0.353227448,0,2982,5,132565,inf,trans,0.353227448,2982,132565,132565,False
YKL029C,MAE1,39.32137343,-0.359086434,1,7157,11,384867,499.0,cis,0.359086434,7157,379841,385019,True
YKL029C,MAE1,22.73809057,-0.287167719,1,10191,15,171671,inf,trans,0.287167719,10191,165912,184082,False
YKL029C,MAE1,14.36974194,-0.265871128,1,11683,16,575622,inf,trans,0.265871128,11683,554350,590624,False
YKL029C,MAE1,9.515102339,-0.157030631,0,5615,9,142542,inf,trans,0.157030631,5615,131829,155581,False
YKL029C,MAE1,8.828512256,0.159970421,0,8668,13,331755,inf,trans,0.159970421,8668,329611,333904,False
YKL029C,MAE1,8.018844072,-0.141255934,0,7852,12,441706,inf,trans,0.141255934,7852,425418,443164,False
YKL029C,MAE1,7.667982919,-0.166699993,1,8586,13,205923,inf,trans,0.166699993,8586,193232,205923,False
YKL029C,MAE1,7.093983141,0.135212029,1,769,2,699889,inf,trans,0.135212029,769,682239,701195,False
YKL029C,MAE1,6.827790049,0.129180436,0,5832,9,323432,inf,trans,0.129180436,5832,322200,336040,False
YKL029C,MAE1,6.598178148,-0.128079572,0,7977,12,569918,inf,trans,0.128079572,7977,563476,576167,False
YKL029C,MAE1,6.177333076,-0.13470588,0,10992,15,1014707,inf,trans,0.13470588,10992,1010191,1018776,False
YKL029C,MAE1,5.792435096,0.126460363,0,1263,4,27059,inf,trans,0.126460363,1263,21871,29835,False
YKL029C,MAE1,4.708432884,-0.104859708,0,8110,12,745735,inf,trans,0.104859708,8110,732202,754859,False
YKL029C,MAE1,4.527760902,0.102486873,1,2550,4,1337514,inf,trans,0.102486873,2550,1333470,1345654,False
YKL029C,MAE1,4.315356971,-0.09949807,0,9109,13,762630,inf,trans,0.09949807,9109,753081,770563,False
YKL029C,MAE1,4.307613125,-0.100552165,0,676,2,573624,inf,trans,0.100552165,676,567265,594044,False
YKL029C,MAE1,4.043729731,0.101663503,0,366,2,184146,inf,trans,0.101663503,366,182758,192390,False
YKL029C,MAE1,4.013511675,-0.095873757,0,9237,13,901212,inf,trans,0.095873757,9237,888463,912820,False
YKL029C,MAE1,3.925811967,0.257349259,0,6287,10,424621,inf,trans,0.257349259,6287,424617,424621,False
YLR244C,MAP1,15.60874773,0.246028258,1,8024,12,626279,0.0,cis,0.246028258,8024,618828,627996,True
YLR244C,MAP1,10.47359194,-0.18380331,0,8959,13,640192,inf,trans,0.18380331,8959,626195,654641,False
YLR244C,MAP1,6.816420443,0.200039828,0,8072,12,694457,68124.0,trans,0.200039828,8072,681175,703407,False
YLR244C,MAP1,5.582235153,-0.268713175,0,4647,7,876941,inf,trans,0.268713175,4647,876941,876941,False
YLR244C,MAP1,5.037424745,-0.252696165,0,7146,11,379892,inf,trans,0.252696165,7146,376286,380964,False
YBL091C,MAP2,7.347101788,0.36711729,0,896,3,757,inf,trans,0.36711729,896,757,757,False
YBL091C,MAP2,6.620058747,0.1617387,1,11969,16,900472,inf,trans,0.1617387,11969,896683,903415,False
YBL091C,MAP2,6.357743874,-0.276419765,0,1004,3,92716,inf,trans,0.276419765,1004,79867,95493,False
YBL091C,MAP2,5.569422909,-0.14748374,1,3092,5,242428,inf,trans,0.14748374,3092,229365,251866,False
YBL091C,MAP2,5.305922495,0.21709324,1,8039,12,645231,inf,trans,0.21709324,8039,645231,645231,False
YNL064C,YDJ1; MAS5,16.90564898,-0.24995172,0,1277,4,48617,inf,trans,0.24995172,1277,37106,60023,False
YNL064C,YDJ1; MAS5,13.47817913,-0.2519876,1,10198,15,181071,inf,trans,0.2519876,10198,168199,185951,False
YNL064C,YDJ1; MAS5,10.59203933,-0.19946204,1,1916,4,598800,inf,trans,0.19946204,1916,592839,609905,False
YNL064C,YDJ1; MAS5,7.015464646,-0.163508669,1,10827,15,834594,inf,trans,0.163508669,10827,829621,834594,False
YNL064C,YDJ1; MAS5,6.384821442,0.146518983,0,9788,14,636754,129656.0,trans,0.146518983,9788,607236,648789,False
YOR298C-A,MBF1; SUF13,26.15480071,-0.29825076,1,1281,4,51735,inf,trans,0.29825076,1281,43687,60460,False
YOR298C-A,MBF1; SUF13,9.723625157,0.224449221,0,8474,13,70380,inf,trans,0.224449221,8474,56990,77330,False
YOR298C-A,MBF1; SUF13,9.487512279,-0.1917362,0,10181,15,168199,709030.0,trans,0.1917362,10181,165912,181071,False
YOR298C-A,MBF1; SUF13,8.881981489,-0.164218005,0,7861,12,448368,inf,trans,0.164218005,7861,448368,493255,False
YOR298C-A,MBF1; SUF13,6.813673224,0.380366981,0,3240,5,443367,inf,trans,0.380366981,3240,443367,443378,False
YOR298C-A,MBF1; SUF13,5.486488751,0.254912418,0,1784,4,520430,inf,trans,0.254912418,1784,520430,520430,False
YOR298C-A,MBF1; SUF13,5.092138187,0.133650753,0,7561,12,135855,inf,trans,0.133650753,7561,126688,153748,False
YOR298C-A,MBF1; SUF13,5.021394243,-0.119376089,0,2488,4,1260275,inf,trans,0.119376089,2488,1256208,1268325,False
YOR298C-A,MBF1; SUF13,4.91995069,-0.118730476,0,11532,16,374664,inf,trans,0.118730476,11532,370944,382997,False
YOR298C-A,MBF1; SUF13,4.607355279,0.113472851,0,1096,3,204854,inf,trans,0.113472851,1096,195779,204903,False
YOR298C-A,MBF1; SUF13,4.509723917,-0.112978567,0,6007,10,61708,inf,trans,0.112978567,6007,61391,68934,False
YOR298C-A,MBF1; SUF13,4.405997079,0.111013544,1,9792,14,641214,inf,trans,0.111013544,9792,613306,648789,False
YOR298C-A,MBF1; SUF13,4.264098154,-0.615851486,0,7686,12,265316,inf,trans,0.615851486,7686,265316,265316,False
YBR177C,EHT1,10.63488774,0.209711649,0,5609,9,138029,inf,trans,0.209711649,5609,125289,144955,False
YBR177C,EHT1,6.855955613,-0.157814777,0,5338,8,474449,inf,trans,0.157814777,5338,465075,481335,False
YBR177C,EHT1,5.275947655,-0.140996133,0,7396,11,642730,inf,trans,0.140996133,7396,635886,645162,False
