SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2791,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.153513775528737,0.788658946695852,0.430837713447596,1.0,5,19504,0.156128467066763,0.194999444033007,0.423866411035206,YEL070W,DSF1,SGDID:S000000796,Close to 3'-UTR,Close to 3'-UTR,"""Mannitol dehydrogenase; deletion suppresses mutation of mpt5; DSF1 has a paralog ; MAN2 ; that arose from a segmental duplication""",Verified ORF
1559,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.11331624161519,0.78858080615215,0.430883338168901,1.0,4,276645,0.113858933771706,0.144005774166299,0.429676004908713,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11993,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.112898542324182,0.788486105601637,0.430938635723721,1.0,16,929728,0.11301515510139,0.143501842961385,0.431487309689136,P:928295-931375,,,Intergenic region,Intergenic region,between YPR195C and YPR196W,Intergenic region
5984,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.112542456952262,0.788393293637749,0.43099283450564,1.0,10,28452,0.112085493060728,0.143068223472456,0.433893581275336,YJL214W,HXT8,SGDID:S000003750,ORF,Verified ORF,"""Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose""",Verified ORF
4712,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.11275775940649,0.788163484996136,0.431127051406764,1.0,7,935054,0.114933122919059,0.14337361763802,0.423304161856647,YGR218W,CRM1,SGDID:S000003450,ORF,Verified ORF,"""Nuclear export factor ; exportin; major karyopherin involved in export of proteins ; RNAs ; and ribosomal subunits from the nucleus""",Verified ORF
734,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.11394902026329,0.787775437388087,0.431353741068126,1.0,2,645476,0.112164386532155,0.144962720733902,0.439598621021845,YBR210W,ERV15,SGDID:S000000414,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in export of proteins from the endoplasmic reticulum; ERV15 has a paralog ; ERV14 ; that arose from the whole genome duplication""",Verified ORF
150,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.113045378430035,-0.787717397548691,0.431387652748053,1.0,1,185749,-0.113978734705487,0.143828208643186,0.428622190839294,YAR029W_NFR/NDR,,,Promoter,Promoter,,Promoter
4741,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.114252189490798,0.786611843173085,0.432033905464979,1.0,7,966638,0.112949558093368,0.145547086253783,0.438248244571027,YGR238C,KEL2,SGDID:S000003470,ORF,Verified ORF,"""Protein that negatively regulates mitotic exit; forms a complex with Kel1p and Bud14p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; functions in a complex with Kel1p ; interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate""",Verified ORF
1476,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.138051522691162,0.786321958529183,0.432203450924941,1.0,4,210795,0.120706658339763,0.175385702204626,0.491756538908303,YDL140C,RPO21,SGDID:S000002299,Close to 3'-UTR,Close to 3'-UTR,"""RNA polymerase II largest subunit B220; part of central core; phosphorylation of C-terminal heptapeptide repeat domain regulates association with transcription and splicing factors; similar to bacterial beta-prime""",Verified ORF
4859,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.113386196452649,0.786187122137577,0.432282326162183,1.0,8,32371,0.110717782055329,0.144534443301208,0.444170113995185,YHL035C,VMR1,SGDID:S000001027,ORF,Verified ORF,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
8612,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.116130166217897,0.786029445827901,0.432374572682803,1.0,13,238291,0.117167141683139,0.14805725116787,0.429263159113492,YML017W,PSP2,SGDID:S000004479,Close to 3'-UTR,Close to 3'-UTR,"""Asn rich cytoplasmic protein that contains RGG motifs; high-copy suppressor of group II intron-splicing defects of a mutation in MRS2 and of a conditional mutation in POL1 (DNA polymerase alpha); possible role in mitochondrial mRNA splicing""",Verified ORF
11520,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.11231359430286,0.785976863537255,0.432405337828519,1.0,16,357448,0.114155875990088,0.143208378830179,0.425910630020391,YPL104W,MSD1,SGDID:S000006025,ORF,Verified ORF,"""Mitochondrial aspartyl-tRNA synthetase; required for acylation of aspartyl-tRNA; yeast and bacterial aspartyl- ; asparaginyl- ; and lysyl-tRNA synthetases contain regions with high sequence similarity ; suggesting a common ancestral gene""",Verified ORF
2094,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.113738013418908,0.785775481689828,0.432523175237522,1.0,4,802519,0.113592938902928,0.145069814961938,0.434138854265165,YDR170C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3669,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.113036020689498,0.785685305800357,0.432575947182693,1.0,6,71471,0.114519336429123,0.144182244960089,0.427573088987801,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
8042,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.111970770969974,0.78560656961669,0.432622027544212,1.0,12,646861,0.112852341394466,0.142842784764104,0.430031415038573,YLR256W,HAP1,SGDID:S000004246,ORF,Verified ORF,"""Zinc finger transcription factor; involved in the complex regulation of gene expression in response to levels of heme and oxygen; localizes to the mitochondrion as well as to the nucleus; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus""",Verified ORF
11393,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.111614107356518,-0.78556958208492,0.432643675486986,1.0,16,243771,-0.111649796361468,0.142397764506195,0.433524914301083,SUT397,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10489,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.111638423053022,-0.785493279751298,0.432688335458999,1.0,15,492159,-0.111638423053125,0.142442707641606,0.433716687605518,XUT_15F-238,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8603,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.112796282724786,0.785197798558897,0.432861306718002,1.0,13,225322,0.112080443357454,0.143967951922738,0.436790129521594,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
10901,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.140149563857572,-0.784913921997575,0.433027522604005,1.0,15,930508,-0.129077431745033,0.177565781959578,0.467752218589427,YOR326W,MYO2,SGDID:S000005853,Close to 3'-UTR,Close to 3'-UTR,"""Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles ; the vacuole ; late Golgi elements ; peroxisomes ; lipid droplets ; and the mitotic spindle; MYO2 has a paralog ; MYO4 ; that arose from the whole genome duplication""",Verified ORF
5973,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.111855212786942,-0.784611551364905,0.433204607952301,1.0,9,425156,-0.111707398947194,0.142879336740782,0.434838371541495,YIR038C,GTT1,SGDID:S000001477,Close to 3'-UTR,Close to 3'-UTR,"""ER associated glutathione S-transferase; capable of homodimerization; glutathione transferase for Yvc1p vacuolar cation channel; expression induced during the diauxic shift and throughout stationary phase; functional overlap with Gtt2p ; Grx1p ; and Grx2p""",Verified ORF
5917,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.131711616168143,-0.784552910310598,0.433238956341158,1.0,9,393800,-0.135986480863501,0.166587406073524,0.414875030680197,YIR019C,FLO11,SGDID:S000001458,Close to 3'-UTR,Close to 3'-UTR,"""GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth ; flocculation ; and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells ; contributing to their surface properties""",Verified ORF
9449,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.111462554827019,-0.784203362288621,0.433443733285567,1.0,14,267696,-0.111774472027787,0.14245139408114,0.433185109900615,YNL197C,WHI3,SGDID:S000005141,ORF,Verified ORF,"""RNA binding protein that modulates mRNA stability; regulates genes involved in the cell cycle ; sister chromatid cohesion ; and the stress response; modulates the stability and translational efficiency of the CLN3 mRNA; colocalizes with P-bodies/stress granules where it may sequester specific mRNAs; regulates cell fate and the critical cell size required for passage through Start; Tpk1p-mediated phosphorylation inhibits Whi3p function ; decreasing its interaction with CLN3 mRNA; regulates ploidy""",Verified ORF
2677,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.116473878774355,-0.784178489030424,0.433458307015701,1.0,4,1472661,-0.113523495289641,0.148739798995867,0.445832725655564,YDR514C,YDR514C,SGDID:S000002922,ORF,Verified ORF,"""Protein of unknown function that localizes to mitochondria; overexpression affects endocytic protein trafficking; YDR514C has a paralog ; GFD2 ; that arose from the whole genome duplication""",Verified ORF
3103,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.559409917364906,0.784074467463592,0.433519258376757,1.0,5,249937,0.625291925824458,0.653993495424362,0.33966927557751,YERCsigma1,YERCsigma1,SGDID:S000006904,Other features,LTR,"""Ty3 LTR""",reverse complement
8753,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.112105729110565,-0.784038344338163,0.433540425859938,1.0,13,432599,-0.112559867385069,0.143299957075009,0.432696554419213,YMR082C,YMR082C,SGDID:S000004687,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR082C is not an essential gene""",Uncharacterized ORF
9933,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.185497479684259,0.783583351567656,0.433807094589407,1.0,14,751090,0.0644127767472327,0.214906639681981,0.764563745604118,YNR065C,YNR065C,SGDID:S000005348,ORF,Uncharacterized ORF,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
8383,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.115580445988542,0.783224948899422,0.434017219424954,1.0,12,1032630,0.121459430238596,0.147817079938818,0.411809458238218,YLR450W,HMG2,SGDID:S000004442,ORF,Verified ORF,"""HMG-CoA reductase; converts HMG-CoA to mevalonate ; a rate-limiting step in sterol biosynthesis; one of two isozymes; overproduction induces assembly of peripheral ER membrane arrays and short nuclear-associated membrane stacks; forms foci at nuclear periphery upon DNA replication stress; HMG2 has a paralog ; HMG1 ; that arose from the whole genome duplication; human homolog HMGCR can complement yeast hmg2 mutant""",Verified ORF
3763,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.111655329468464,-0.783114552073638,0.434081954933434,1.0,6,187264,-0.111604068619332,0.14289544159858,0.435314717254247,YFR019W,FAB1,SGDID:S000001915,ORF,Verified ORF,"""1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2 ; which is involved in vacuolar sorting and homeostasis""",Verified ORF
2539,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.120347329120173,0.78307676992233,0.434104111266559,1.0,4,1330149,0.113107460554395,0.153946872811802,0.462999353365801,YDR432W,NPL3,SGDID:S000002840,Close to 3'-UTR,Close to 3'-UTR,"""RNA-binding protein; promotes elongation ; regulates termination ; and carries poly(A) mRNA from nucleus to cytoplasm; represses translation initiation by binding eIF4G; required for pre-mRNA splicing; interacts with E3 ubiquitin ligase Bre1p ; linking histone ubiquitination to mRNA processing; may have role in telomere maintenance; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in cytoplasm; protein abundance increases in response to DNA replication stress""",Verified ORF
10892,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.112934596129105,-0.783034013538285,0.434129185397096,1.0,15,911795,-0.111897295758199,0.144542433045543,0.439361196769518,YOR318C,YOR318C,SGDID:S000005845,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
2823,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.113136299330242,-0.782702111445881,0.434323855236565,1.0,5,24148,-0.113257896059313,0.144868041780885,0.434855928128465,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8307,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.111505857873077,0.782557263104789,0.434408828701777,1.0,12,970600,0.11142515329492,0.142807451956815,0.435768085466586,YLR422W,DCK1,SGDID:S000004414,ORF,Verified ORF,"""Dock family protein (Dedicator Of CytoKinesis) ; homolog of human DOCK1; upstream component for regulation through the small GTPase Rho5p; may form a complex with Lmo1p that acts as a GEF for Rho5p; interacts with Ino4p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein; DOCK proteins act as guanine nucleotide exchange factors""",Verified ORF
3980,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.111153778956432,-0.782336439170601,0.434538390853245,1.0,7,139381,-0.111153778956431,0.142396619024702,0.435565139753689,YGL195W,GCN1,SGDID:S000003163,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
8771,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.111464804206916,-0.782268648360372,0.434578169675388,1.0,13,453818,-0.111383699134645,0.142807543567231,0.435939004506829,YMR093W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1927,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.115056385078241,-0.781977071763563,0.434749287347758,1.0,4,613791,-0.117718909211423,0.147395516260183,0.425024563846577,YDR084C,TVP23,SGDID:S000002491,ORF,Verified ORF,"""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
7176,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.11361401193185,-0.781940253669853,0.434770897574764,1.0,11,407251,-0.116648353504387,0.145578389063072,0.423511348702603,YKL017C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10647,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.120254552535192,0.781713442406635,0.434904037238797,1.0,15,678404,0.113978070688646,0.153813378265419,0.459176791086319,YOR181W,LAS17,SGDID:S000005707,Close to 3'-UTR,Close to 3'-UTR,"""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments ; polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis ; bud site selection ; cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant ; but only in presence of WIPF1 ; which mediates localization of WAS to cortical patches""",Verified ORF
11417,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.122790446033068,0.78128359048235,0.435156427907849,1.0,16,271054,0.119185132441885,0.157377640023846,0.449363768364245,YPL149W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
