SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5885,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.110658244490575,-0.771114288878501,0.441152120737842,1.0,9,372443,-0.110982294161791,0.143843608132351,0.440898160713355,YIR007W,EGH1,SGDID:S000001446,ORF,Verified ORF,"""Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol""",Verified ORF
3283,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.112521682504583,0.77105416722702,0.441187708469664,1.0,5,509836,0.113031839997458,0.14625839095798,0.440144322407258,YER164W,CHD1,SGDID:S000000966,Close to 3'-UTR,Close to 3'-UTR,"""Chromatin remodeler that regulates various aspects of transcription; acts in in conjunction with Isw1b to regulate chromatin structure and maintain chromatin integrity during transcription elongation by RNAP II by preventing trans-histone exchange over coding regions; contains a chromo domain ; a helicase domain and a DNA-binding domain; component of both the SAGA and SLIK complexes""",Verified ORF
4352,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.11456097837093,-0.771044148846327,0.441193638797405,1.0,7,583615,-0.114560978369003,0.148931251619152,0.442276772106747,YGR044C,RME1,SGDID:S000003276,ORF,Verified ORF,"""Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
3735,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.110517360453753,-0.77097026094175,0.441237377770184,1.0,6,158910,-0.110517360453886,0.143688247880731,0.442320468761793,YFR007W,YFH7,SGDID:S000001903,Close to 3'-UTR,Close to 3'-UTR,"""Putative kinase with similarity to the PRK/URK/PANK kinase subfamily; the PRK/URK/PANK subfamily of P-loop kinases is also known as phosphoribulokinase/uridine kinase/bacterial pantothenate kinase""",Verified ORF
10249,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.118319896121187,-0.770662991671653,0.441419296843929,1.0,15,231806,-0.121418649481295,0.153815976746075,0.430422120845167,YOL053W,AIM39,SGDID:S000005414,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
2615,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.113567043429727,0.770240464848877,0.441669524700058,1.0,4,1430469,0.115055106863488,0.147766087779222,0.436719326381263,YDR488C,PAC11,SGDID:S000002896,ORF,Verified ORF,"""Dynein intermediate chain ; microtubule motor protein; required for intracellular transport and cell division; acts in cytoplasmic dynein pathway; forms complex with dynein light chain Dyn2p that promotes Dyn1p homodimerization and potentiates motor processivity; Dyn2p-Pac11p complex is also important for interaction of dynein motor complex with dynactin complex; forms cortical cytoplasmic microtubule capture site with Num1p; essential in the absence of CIN8""",Verified ORF
2819,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.1104223918012,-0.769894097337718,0.441874710486228,1.0,5,23574,-0.110405164577985,0.143765482473505,0.443028379777254,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6870,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.110781543283929,-0.769634626176977,0.44202845535207,1.0,11,92153,-0.109772152787086,0.144282912407079,0.447277341606413,YKL187C,FAT3,SGDID:S000001670,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for fatty acid uptake; protein abundance increases in cortical patches in response to oleate exposure; the authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; FAT3 has a paralog ; YLR413W ; that arose from the whole genome duplication""",Verified ORF
8673,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.113625068596813,0.76956988328318,0.442066822355793,1.0,13,339643,0.110254676068685,0.147971241592597,0.456701740995,YMR034C,RCH1,SGDID:S000004637,ORF,Verified ORF,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
2083,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.110287214268837,-0.769531667225657,0.442089470305113,1.0,4,783543,-0.110287214269108,0.143657082858505,0.443171734692739,YDR164C,SEC1,SGDID:S000002571,ORF,Verified ORF,"""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p""",Verified ORF
11578,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.111622152481384,0.769361853843129,0.442190114728399,1.0,16,444574,0.111406919167378,0.145427949903606,0.444150975578441,YPL059W,GRX5,SGDID:S000005980,Close to 3'-UTR,Close to 3'-UTR,"""Glutathione-dependent oxidoreductase; mitochondrial matrix protein involved at an early step in the biogenesis of iron-sulfur centers along with Bol1p; hydroperoxide and superoxide-radical responsive; monothiol glutaredoxin subfamily member along with Grx3p and Grx4p""",Verified ORF
6064,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.111481724705509,0.769355611636884,0.442193814589028,1.0,10,157821,0.111722473047781,0.145244640282457,0.442287743095587,YJL134W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4726,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.123315682029677,0.769300253901019,0.44222662682853,1.0,7,945155,0.152345636043637,0.159814419816426,0.34110765225831,YGR225W,AMA1,SGDID:S000003457,ORF,Verified ORF,"""Activator of meiotic anaphase promoting complex (APC/C); Cdc20p family member; required for initiation of spore wall assembly; required for Clb1p degradation during meiosis; prevents premature assembly of the meiosis I spindle ; required for DSB induced prophase I arrest""",Verified ORF
384,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.111051167650984,0.769083566044799,0.442355077867609,1.0,2,201782,0.112632593725293,0.144728912138601,0.436953878705495,YBL013W_NFR/NDR,,,Promoter,Promoter,,Promoter
11130,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.111254577173243,-0.768624918301354,0.442627031718869,1.0,16,56019,-0.11120606957791,0.145080125139154,0.443882314711955,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
10630,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.113188819910067,0.76856911097382,0.442660129063695,1.0,15,667693,0.109609332663994,0.14757154190143,0.458124697039822,SUT374_NFR/NDR,,,Promoter,Promoter,,Promoter
9656,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,1.12319627200042,0.768540355752676,0.442677183319389,1.0,14,554932,0.434262544589417,1.03100417943717,0.673862849758124,YNL039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6165,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.110221559293252,-0.768491542447035,0.442706134563897,1.0,10,293188,-0.110221559293402,0.143765881575061,0.443787797960529,YJL078C,PRY3,SGDID:S000003614,ORF,Verified ORF,"""GPI-anchored cell wall protein involved in export of sterols; redundant role with PRY1 and PRY2 in the export of free fatty acids; role in mating efficiency; expression of full-length transcript is daughter cell-specific; in response to alpha factor ; a short transcript starting at +452 is expressed and the long form is repressed by Ste12p; member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP) ; antigen 5 ; and pathogenesis related 1 proteins)""",Verified ORF
1002,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.127423683081074,-0.768489100550191,0.442707582885121,1.0,3,92556,-0.115936689205736,0.165466048813512,0.483972088060487,YCLWdelta2b_NFR/NDR,,,Promoter,Promoter,,Promoter
11526,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.110915419795652,0.768444303138592,0.442734153303598,1.0,16,360700,0.110179399162814,0.144678799939184,0.446840148207046,YPL101W,ELP4,SGDID:S000006022,ORF,Verified ORF,"""Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity; null mutation is functionally complemented by human ELP4""",Verified ORF
4136,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.110550899739742,-0.767804416109249,0.443113785587,1.0,7,345331,-0.110078654425889,0.14432350044986,0.446138803282339,YGL089C_NFR/NDR,,,Promoter,Promoter,,Promoter
7914,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.130082435072278,-0.767358829425485,0.443378253649109,1.0,12,514956,-0.102190952973006,0.168960582971223,0.545686341366452,YLR180W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4700,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.110262553998983,0.767318128160352,0.443402415492999,1.0,7,923971,0.110058326372062,0.144038955015352,0.445325683425855,YGR216C,GPI1,SGDID:S000003448,ORF,Verified ORF,"""Membrane protein involved in the synthesis of GlcNAc-PI; N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI) is the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; human and mouse GPI1 are functional homologs""",Verified ORF
1426,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.113055052861019,-0.767111913422673,0.443524844140501,1.0,4,174272,-0.111598229228043,0.147709657556719,0.450438309408521,YDL157C,YDL157C,SGDID:S000002316,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
197,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.112641415779366,0.767093382443562,0.443535846838722,1.0,2,9812,0.10690280218235,0.147156274308715,0.468039680509339,YBL107W-A,YBL107W-A,SGDID:S000007229,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; completely overlaps the Ty2 LTR YBLWdelta2; YBL107W-A has a paralog ; YER138W-A ; that arose from a single-locus duplication""",Dubious ORF
3937,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.112093740923816,-0.767070568741581,0.443549392602375,1.0,7,80505,-0.113040644267196,0.146476007191855,0.440787776923312,YGL223C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4224,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.111496116252235,-0.766945116463048,0.443623884837826,1.0,7,417345,-0.111208402815168,0.145705966437128,0.445830942717987,YGL043W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5002,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.11029307882536,-0.766787357902907,0.443717570387123,1.0,8,156216,-0.110406853997811,0.144178570279212,0.444328059400762,YHR023W,MYO1,SGDID:S000001065,ORF,Verified ORF,"""Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively""",Verified ORF
195,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.111897100027976,0.766720257495964,0.443757421670556,1.0,2,8651,0.113042509456822,0.146272687396417,0.44014585468701,YBL108C-A,PAU9,SGDID:S000007592,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
9269,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.109820831761417,-0.766633812802604,0.443808764652695,1.0,14,20617,-0.109820831761309,0.143590310135405,0.444889347653724,YNL329C,PEX6,SGDID:S000005273,ORF,Verified ORF,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
416,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.111059862283425,-0.766449953633527,0.443917977340041,1.0,2,259284,-0.11309225190851,0.145233458402901,0.436682348863692,YBR012C,YBR012C,SGDID:S000000216,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; expression induced by iron-regulated transcriptional activator Aft2p""",Dubious ORF
8215,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.111830325131671,0.766296398656957,0.444009201089636,1.0,12,873601,0.10893729749744,0.146265999458087,0.456894879141746,YLR376C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2792,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.154493238676242,-0.766178115746472,0.444079477781881,1.0,5,19513,-0.13369920930324,0.201374364604715,0.507166204363182,YEL070W,DSF1,SGDID:S000000796,Close to 3'-UTR,Close to 3'-UTR,"""Mannitol dehydrogenase; deletion suppresses mutation of mpt5; DSF1 has a paralog ; MAN2 ; that arose from a segmental duplication""",Verified ORF
4231,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.112512781461295,-0.766093952730222,0.444129486338797,1.0,7,424415,-0.108635365890988,0.147189137435706,0.460964433424288,YGL039W,YGL039W,SGDID:S000003007,ORF,Verified ORF,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
11063,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.116123245291299,-0.765940808670081,0.444220490805709,1.0,16,19554,-0.111973445216493,0.151814427910868,0.461267068384011,YPL275W,FDH2,SGDID:S000006196,Close to 3'-UTR,Close to 3'-UTR,"""NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C""",pseudogene
9068,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.111605225974247,0.765872699351197,0.444260967583587,1.0,13,727880,0.112071307417238,0.146066391792177,0.443438154802169,YMR229C,RRP5,SGDID:S000004842,ORF,Verified ORF,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
889,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.116334083751856,-0.765703363148328,0.444361611782346,1.0,3,493,-0.110234586031382,0.152054686639059,0.468952728163716,TEL03L,TEL03L,SGDID:S000028871,Other features,Telomere,"""Telomeric region on the left arm of Chromosome III; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
7109,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.110052375289062,-0.765556400774568,0.44444896878825,1.0,11,340811,-0.109591309343895,0.144095834128853,0.447436810840532,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6393,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.113084734640461,0.765494216012359,0.444485935461619,1.0,10,582788,0.113326211756861,0.148006686313535,0.444376563525347,YJR083C,ACF4,SGDID:S000003843,ORF,Verified ORF,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
